Timestamp;Object_List;Objects_Count;frisbee;clock;tv;bus;stop sign;person;chair;train;truck;car;airplane;traffic light;fire hydrant
1549644524417458;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644526221414;['car'];1;;;;;;;;;;1.0;;;
1549644528038290;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644529782044;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644531595456;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644533465837;['car'];1;;;;;;;;;;1.0;;;
1549644535269857;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644537082790;['car', 'truck', 'truck', 'car'];4;;;;;;;;;2.0;2.0;;;
1549644538953727;['car'];1;;;;;;;;;;1.0;;;
1549644542629104;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644544501435;['car'];1;;;;;;;;;;1.0;;;
1549644546374548;['car'];1;;;;;;;;;;1.0;;;
1549644548184631;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644551926366;['car'];1;;;;;;;;;;1.0;;;
1549644553731082;['car'];1;;;;;;;;;;1.0;;;
1549644555660871;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644557480640;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644559294829;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644561165039;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644562977453;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644564790334;['car'];1;;;;;;;;;;1.0;;;
1549644566664670;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644568527943;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644570337826;['car', 'car', 'car', 'car', 'car', 'car'];6;;;;;;;;;;6.0;;;
1549644572151725;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644573955446;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644575835948;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644577651303;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644579581151;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644581393095;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644583195644;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644585015238;['car'];1;;;;;;;;;;1.0;;;
1549644586823268;['car'];1;;;;;;;;;;1.0;;;
1549644588687844;['car'];1;;;;;;;;;;1.0;;;
1549644590618402;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644592493455;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644594297912;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644596104433;['car', 'clock', 'car', 'car'];4;;1.0;;;;;;;;3.0;;;
1549644597919219;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644599801519;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644601673347;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644603544838;['person', 'traffic light', 'truck', 'car', 'car'];5;;;;;;1.0;;;1.0;2.0;;1.0;
1549644605293488;['person', 'car', 'car', 'car'];4;;;;;;1.0;;;;3.0;;;
1549644607101954;['car', 'person', 'car', 'car'];4;;;;;;1.0;;;;3.0;;;
1549644608913609;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644610717931;['car', 'train', 'car', 'fire hydrant', 'car'];5;;;;;;;;1.0;;3.0;;;1.0
1549644612523092;['train', 'train', 'car', 'truck', 'train'];5;;;;;;;;3.0;1.0;1.0;;;
1549644614337747;['car', 'car', 'person', 'car'];4;;;;;;1.0;;;;3.0;;;
1549644616149296;['car', 'car', 'truck', 'car', 'car', 'car', 'car', 'car', 'car', 'car'];10;;;;;;;;;1.0;9.0;;;
1549644617954343;['car', 'car', 'car', 'car', 'car', 'car', 'car', 'train', 'car', 'train', 'car', 'car'];12;;;;;;;;2.0;;10.0;;;
1549644619826220;['car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car'];12;;;;;;;;;;12.0;;;
1549644621757187;['car', 'car', 'car', 'car', 'truck', 'clock', 'car', 'car', 'car'];9;;1.0;;;;;;;1.0;7.0;;;
1549644623564521;['car', 'car', 'car', 'car', 'clock', 'car', 'car', 'car'];8;;1.0;;;;;;;;7.0;;;
1549644625374419;['clock', 'truck', 'car', 'car'];4;;1.0;;;;;;;1.0;2.0;;;
